candidate_id,question_id,pmid,rater_1_relevance,rater_2_relevance,rater_3_relevance,final_relevance,method,notes
Q036-C018,Q036,31078267,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q036-C019,Q036,23581983,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C020,Q036,32664226,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q036-C021,Q036,31475364,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C001,Q037,29052129,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C002,Q037,29970455,1,1,2,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/2.
Q037-C003,Q037,30611768,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C004,Q037,38064540,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C005,Q037,24927147,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q037-C006,Q037,23276797,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C007,Q037,20413301,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C008,Q037,35203390,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C009,Q037,32839523,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q037-C010,Q037,40544269,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C011,Q037,20485626,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C012,Q037,32170761,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C013,Q037,39290403,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C014,Q037,16461228,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C015,Q037,28097530,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C016,Q037,33563643,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C017,Q037,22962577,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C018,Q037,36661665,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q037-C019,Q037,25646384,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q037-C020,Q037,27658781,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C001,Q038,17316459,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q038-C002,Q038,23007741,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q038-C003,Q038,19798028,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q038-C004,Q038,29149648,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C005,Q038,27612450,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q038-C006,Q038,27598995,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C007,Q038,34335888,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q038-C008,Q038,38232664,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C009,Q038,30954617,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C010,Q038,21435232,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C011,Q038,15020327,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C012,Q038,34122118,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C013,Q038,10693863,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C014,Q038,29422077,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C015,Q038,10765926,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C016,Q038,22867712,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C017,Q038,15972960,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C018,Q038,28286757,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q038-C019,Q038,26189496,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q039-C001,Q039,39844795,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q039-C002,Q039,20172535,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q039-C003,Q039,38680011,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q039-C004,Q039,38221533,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q039-C005,Q039,25451089,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q039-C006,Q039,41106100,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q039-C007,Q039,40816580,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q039-C008,Q039,38057644,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q039-C009,Q039,37948105,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q039-C010,Q039,20186711,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q039-C011,Q039,27457814,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q039-C012,Q039,40791036,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q039-C013,Q039,21774990,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q039-C014,Q039,28215294,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q039-C015,Q039,26519901,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q039-C016,Q039,22880079,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q039-C017,Q039,16501568,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q039-C018,Q039,30134168,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q039-C019,Q039,33096634,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q039-C020,Q039,26275358,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q039-C021,Q039,37799103,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q039-C022,Q039,32351365,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q039-C023,Q039,23684954,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q039-C024,Q039,23704927,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q039-C025,Q039,26662461,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q040-C001,Q040,41567211,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q040-C002,Q040,34069772,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q040-C003,Q040,41184283,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q040-C004,Q040,28451792,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q040-C005,Q040,41630031,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q040-C006,Q040,32391119,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q040-C007,Q040,38481800,1,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/0.
Q040-C008,Q040,39990209,0,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/1.
Q040-C009,Q040,32046984,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q040-C010,Q040,36864508,2,1,0,1,internal-ai-tie-adjudicator:gpt-5.6-sol,"Three-way AI tie r1/r2/r3=2/1/0; independent gpt-5.6-sol decision, confidence=3: Directly reviews KRAS-driven immune evasion and PD-L1 networks, but does not identify or analyze metabolic pathways connecting them."
Q041-C001,Q041,41285328,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C002,Q041,36513134,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q041-C003,Q041,38634653,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q041-C004,Q041,34918381,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C005,Q041,33139635,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C006,Q041,35069210,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C007,Q041,36986825,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C008,Q041,36331190,0,1,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/0.
Q041-C009,Q041,39676197,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q041-C010,Q041,40429921,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q041-C011,Q041,32970396,0,1,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/0.
Q041-C012,Q041,40279256,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q041-C013,Q041,31936266,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q041-C014,Q041,36534320,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C015,Q041,36768138,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C016,Q041,39168099,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q041-C017,Q041,40829258,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q042-C001,Q042,25092341,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q042-C002,Q042,21982596,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q042-C003,Q042,22949320,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q042-C004,Q042,25039885,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q042-C005,Q042,29203226,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q042-C006,Q042,29922283,1,0,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/1.
Q042-C007,Q042,20929536,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q042-C008,Q042,40676520,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q042-C009,Q042,38168103,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q042-C010,Q042,19644886,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q042-C011,Q042,20200272,1,2,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/1.
Q043-C001,Q043,40541122,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q043-C002,Q043,39026249,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C003,Q043,35642214,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q043-C004,Q043,34828359,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C005,Q043,32958021,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q043-C006,Q043,39407211,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C007,Q043,34080771,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C008,Q043,31359456,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C009,Q043,32929691,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q043-C010,Q043,23686772,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q043-C011,Q043,41571675,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C012,Q043,36579934,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C013,Q043,35464490,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q043-C014,Q043,37072933,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C015,Q043,41173224,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q043-C016,Q043,39904338,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C017,Q043,39499013,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q043-C018,Q043,26939933,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C019,Q043,31748742,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C020,Q043,23254930,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q043-C021,Q043,34497121,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q044-C001,Q044,29431520,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q044-C002,Q044,27451102,0,0,1,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/1.
Q044-C003,Q044,20674311,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q044-C004,Q044,32428778,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q044-C005,Q044,20102704,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q044-C006,Q044,37843843,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q044-C007,Q044,31562952,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q044-C008,Q044,31052341,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q044-C009,Q044,41881903,1,0,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/1.
Q044-C010,Q044,25302702,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q044-C011,Q044,23750556,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q044-C012,Q044,28604618,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q045-C001,Q045,41173224,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q045-C002,Q045,34569615,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q045-C003,Q045,40394225,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q045-C004,Q045,36587502,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q045-C005,Q045,41417476,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q045-C006,Q045,42311464,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q045-C007,Q045,33902708,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q045-C008,Q045,29050859,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q045-C009,Q045,39062586,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q045-C010,Q045,40606832,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q045-C011,Q045,40134421,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q045-C012,Q045,41527082,2,2,0,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/0.
Q045-C013,Q045,41086442,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q045-C014,Q045,34125470,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q045-C015,Q045,34961526,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q045-C016,Q045,41326666,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q045-C017,Q045,27252647,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q045-C018,Q045,28781108,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q045-C019,Q045,42265098,2,2,1,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/1.
Q046-C001,Q046,15075340,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C002,Q046,24137428,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C003,Q046,12446774,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C004,Q046,28603543,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q046-C005,Q046,26384306,0,1,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/0.
Q046-C006,Q046,29570984,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C007,Q046,29923368,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C008,Q046,12429935,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C009,Q046,40363725,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C010,Q046,16425280,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q046-C011,Q046,33720241,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q047-C001,Q047,27932986,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q047-C002,Q047,16177189,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q047-C003,Q047,22186243,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q048-C001,Q048,29285799,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C002,Q048,33452455,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C003,Q048,38083808,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C004,Q048,33751250,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C005,Q048,38981361,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C006,Q048,36520091,1,0,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/0/1.
Q048-C007,Q048,32093031,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q048-C008,Q048,40282232,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q048-C009,Q048,40452254,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C010,Q048,40858633,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C011,Q048,12562498,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C012,Q048,35726597,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q048-C013,Q048,37907083,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C014,Q048,32768192,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C015,Q048,30597617,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C016,Q048,35056817,1,1,0,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/0.
Q048-C017,Q048,26160841,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q048-C018,Q048,28240263,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q048-C019,Q048,38437643,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q049-C001,Q049,35672400,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C002,Q049,34576234,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q049-C003,Q049,35642214,0,0,0,0,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/0/0.
Q049-C004,Q049,30371263,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C005,Q049,38744811,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C006,Q049,32972203,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q049-C007,Q049,21059352,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C008,Q049,29233682,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q049-C009,Q049,30056242,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C010,Q049,40307543,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C011,Q049,29160304,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q049-C012,Q049,30697920,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q049-C013,Q049,32611237,2,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/1.
Q049-C014,Q049,27340270,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C015,Q049,35784531,0,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=0/1/1.
Q049-C016,Q049,39744939,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q049-C017,Q049,28891814,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C018,Q049,37834293,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C019,Q049,34830222,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C020,Q049,30983140,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q049-C021,Q049,23649149,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C022,Q049,33135058,1,1,1,1,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/1/1.
Q049-C023,Q049,37495732,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q050-C001,Q050,33432923,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q050-C002,Q050,41144501,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
Q050-C003,Q050,41950603,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q050-C004,Q050,33469043,2,1,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/1/2.
Q050-C005,Q050,31209247,1,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=1/2/2.
Q050-C006,Q050,33586672,2,2,2,2,internal-ai-majority-r1-r2-r3,AI majority vote r1/r2/r3=2/2/2.
